,Name,Author
1015,gsi_gesindikator_9_2,Senatsverwaltung für Gesundheit und Soziales Berlin
1016,gsi_gesindikator_9_3,Senatsverwaltung für Gesundheit und Soziales Berlin
1017,gsi_gesindikator_9_4,Senatsverwaltung für Gesundheit und Soziales Berlin
1018,gsi_inhalt_tb0101000000199100,Senatsverwaltung für Gesundheit und Soziales Berlin
1019,gsi_inhalt_tb0101000001201300,Senatsverwaltung für Gesundheit und Soziales Berlin
1020,gsi_inhalt_tb0201000000200700,Senatsverwaltung für Gesundheit und Soziales Berlin
1021,gsi_inhalt_tb0201010000200101,Senatsverwaltung für Gesundheit und Soziales Berlin
1022,gsi_inhalt_tb0201010000200201,Senatsverwaltung für Gesundheit und Soziales Berlin
1023,gsi_inhalt_tb0201010014200301,Senatsverwaltung für Gesundheit und Soziales Berlin
1024,gsi_inhalt_tb0201010014201001,Senatsverwaltung für Gesundheit und Soziales Berlin
1025,gsi_inhalt_tb0201010017199001,Senatsverwaltung für Gesundheit und Soziales Berlin
1026,gsi_inhalt_tb0201020000200802,Senatsverwaltung für Gesundheit und Soziales Berlin
1027,gsi_inhalt_tb0201020014201102,Senatsverwaltung für Gesundheit und Soziales Berlin
1028,gsi_inhalt_tb0202010000200511,Senatsverwaltung für Gesundheit und Soziales Berlin
1029,gsi_inhalt_tb0202010000200610,Senatsverwaltung für Gesundheit und Soziales Berlin
1030,gsi_inhalt_tb0202010000201106,Senatsverwaltung für Gesundheit und Soziales Berlin
1031,gsi_inhalt_tb0301000028201101,Senatsverwaltung für Gesundheit und Soziales Berlin
1032,gsi_inhalt_tb0301010000200501,Senatsverwaltung für Gesundheit und Soziales Berlin
1033,gsi_inhalt_tb0301010000200701,Senatsverwaltung für Gesundheit und Soziales Berlin
1034,gsi_inhalt_tb0301010014201302,Senatsverwaltung für Gesundheit und Soziales Berlin
1035,gsi_inhalt_tb0301010015200201,Senatsverwaltung für Gesundheit und Soziales Berlin
1036,gsi_inhalt_tb0301020000200202,Senatsverwaltung für Gesundheit und Soziales Berlin
1037,gsi_inhalt_tb0301020014200702,Senatsverwaltung für Gesundheit und Soziales Berlin
1038,gsi_inhalt_tb0301030000200203,Senatsverwaltung für Gesundheit und Soziales Berlin
1039,gsi_inhalt_tb0301030000200703,Senatsverwaltung für Gesundheit und Soziales Berlin
1040,gsi_inhalt_tb0301100000200801,Senatsverwaltung für Gesundheit und Soziales Berlin
1041,gsi_inhalt_tb0302010000200607,Senatsverwaltung für Gesundheit und Soziales Berlin
1042,gsi_inhalt_tb0302010000200707,Senatsverwaltung für Gesundheit und Soziales Berlin
1043,gsi_inhalt_tb0302010000201001,Senatsverwaltung für Gesundheit und Soziales Berlin
1044,gsi_inhalt_tb0302010014201201,Senatsverwaltung für Gesundheit und Soziales Berlin
1045,gsi_inhalt_tb0302010014201202,Senatsverwaltung für Gesundheit und Soziales Berlin
1046,gsi_inhalt_tb0302010014201203,Senatsverwaltung für Gesundheit und Soziales Berlin
1047,gsi_inhalt_tb0302010014201301,Senatsverwaltung für Gesundheit und Soziales Berlin
1048,gsi_inhalt_tb0302010014201401,Senatsverwaltung für Gesundheit und Soziales Berlin
1049,gsi_inhalt_tb0402010000200103,Senatsverwaltung für Gesundheit und Soziales Berlin
1050,gsi_inhalt_tb0501010000200711,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1051,gsi_inhalt_tb0502010014201301,Senatsverwaltung für Gesundheit und Soziales Berlin
1052,gsi_inhalt_tb0502020014201302,Senatsverwaltung für Gesundheit und Soziales Berlin
1053,gsi_inhalt_tb0502020014201402,Senatsverwaltung für Gesundheit und Soziales Berlin
1054,gsi_inhalt_tb0502020014201505,Senatsverwaltung für Gesundheit und Soziales Berlin
1055,gsi_inhalt_tb0502030014201203,Senatsverwaltung für Gesundheit und Soziales Berlin
1056,gsi_inhalt_tb0701030014198603,Senatsverwaltung für Gesundheit und Soziales Berlin
1057,gsi_inhalt_tg0100001100200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1058,gsi_inhalt_tg0100101300201000,Senatsverwaltung für Gesundheit und Soziales Berlin
1059,gsi_inhalt_tg0100111124201000,Senatsverwaltung für Gesundheit und Soziales Berlin
1060,gsi_inhalt_tg0100211100200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1061,gsi_inhalt_tg0100212100200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1062,gsi_inhalt_tg0100212100200500,Senatsverwaltung für Gesundheit und Soziales Berlin
1063,gsi_inhalt_tg0100229000200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1064,gsi_inhalt_tg0100311100200500,Senatsverwaltung für Gesundheit und Soziales Berlin
1065,gsi_inhalt_tg0100311300201000,Senatsverwaltung für Gesundheit und Soziales Berlin
1066,gsi_inhalt_tg0100311t14201300,Senatsverwaltung für Gesundheit und Soziales Berlin
1067,gsi_inhalt_tg0100326000200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1068,gsi_inhalt_tg0100327000200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1069,gsi_inhalt_tg0100411100200800,Senatsverwaltung für Gesundheit und Soziales Berlin
1070,gsi_inhalt_tg0100421024200400,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1071,gsi_inhalt_tg0100426024200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1072,gsi_inhalt_tg0100428024200400,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1073,gsi_inhalt_tg0100514100200500,Senatsverwaltung für Gesundheit und Soziales Berlin
1074,gsi_inhalt_tg0100521021200400,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1075,gsi_inhalt_tg0100526000200400,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1076,gsi_inhalt_tg0100611100200400,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1077,gsi_inhalt_tg0100624000200400,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1078,gsi_inhalt_tg0100626000200400,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1079,gsi_inhalt_tg0100712100200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1080,gsi_inhalt_tg0100715100200700,Senatsverwaltung für Gesundheit und Soziales Berlin
1081,gsi_inhalt_tg0100723000200400,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1082,gsi_inhalt_tg0100821000200400,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1083,gsi_inhalt_tg0100822000200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1084,gsi_inhalt_tg0100829000200400,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1085,gsi_inhalt_tg0100911100200800,Senatsverwaltung für Gesundheit und Soziales Berlin
1086,gsi_inhalt_tg0100922000200400,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1087,gsi_inhalt_tg0100925000200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1088,gsi_inhalt_tg0100926000200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1089,gsi_inhalt_tg0100928000200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1090,gsi_inhalt_tg0101011200200700,Senatsverwaltung für Gesundheit und Soziales Berlin
1091,gsi_inhalt_tg0101021000200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1092,gsi_inhalt_tg0101024000200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1093,gsi_inhalt_tg0101028000200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1094,gsi_inhalt_tg0101121000200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1095,gsi_inhalt_tg0101121023200500,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1096,gsi_inhalt_tg0101124024200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1097,gsi_inhalt_tg0101125000200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1098,gsi_inhalt_tg0102216000200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1099,gsi_inhalt_tg0102219000200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1100,gsi_inhalt_tg0102220014200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1101,gsi_inhalt_tg0103111100200800,Senatsverwaltung für Gesundheit und Soziales Berlin
1102,gsi_inhalt_tg0103210000200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1103,gsi_inhalt_tg0103211000200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1104,gsi_inhalt_tg0103216024200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1105,gsi_inhalt_tg0103219000200500,Senatsverwaltung für Gesundheit und Soziales Berlin
1106,gsi_inhalt_tg0103220000200400,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1107,gsi_inhalt_tg0103229000200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1108,gsi_inhalt_tg0103231000200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1109,gsi_inhalt_tg0103234000200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1110,gsi_inhalt_tg0103237000200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1111,gsi_inhalt_tg0103241000200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1112,gsi_inhalt_tg0103245000200700,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1113,gsi_inhalt_tg0103245a00200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1114,gsi_inhalt_tg0103252000200400,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1115,gsi_inhalt_tg0103263000200400,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1116,gsi_inhalt_tg0103274024200400,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1117,gsi_inhalt_tg0103277000200400,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1118,gsi_inhalt_tg0103284000200400,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1119,gsi_inhalt_tg0103290000200400,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1120,gsi_inhalt_tg0103295000200400,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1121,gsi_inhalt_tg0103298000200400,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1122,gsi_inhalt_tg0104210024200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1123,gsi_inhalt_tg0104212024200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1124,gsi_inhalt_tg0105210021200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1125,gsi_inhalt_tg0105212000200400,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1126,gsi_inhalt_tg0106111100200700,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1127,gsi_inhalt_tg0106212000200400,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1128,gsi_inhalt_tg0106218000200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1129,gsi_inhalt_tg0106220000200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1130,gsi_inhalt_tg0106223015200400,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1131,gsi_inhalt_tg0107212000200400,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1132,gsi_inhalt_tg0107214000200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1133,gsi_inhalt_tg0107222014200400,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1134,gsi_inhalt_tg0107223014200400,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1135,gsi_inhalt_tg0107227000200400,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1136,gsi_inhalt_tg0107229000200400,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1137,gsi_inhalt_tg0107233000200400,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1138,gsi_inhalt_tg0107237000200400,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1139,gsi_inhalt_tg0107244000200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1140,gsi_inhalt_tg0107246000200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1141,gsi_inhalt_tg0107247024200400,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1142,gsi_inhalt_tg0108214014200400,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1143,gsi_inhalt_tg0108216000200400,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1144,gsi_inhalt_tg0108219000200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1145,gsi_inhalt_tg0108221000200400,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1146,gsi_inhalt_tg0108222000200400,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1147,gsi_inhalt_tg0110215000200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1148,gsi_inhalt_tg0110219000200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1149,gsi_inhalt_tg0132103000200400,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1150,gsi_inhalt_tg0200002100200601,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1151,gsi_inhalt_tg0200022000200801,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1152,gsi_inhalt_tg0200031200200601,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1153,gsi_inhalt_tg0200032100200802,Senatsverwaltung für Gesundheit und Soziales Berlin
1154,gsi_inhalt_tg0200033100200802,Senatsverwaltung für Gesundheit und Soziales Berlin
1155,gsi_inhalt_tg0200035000200801,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1156,gsi_inhalt_tg0200035100200802,Senatsverwaltung für Gesundheit und Soziales Berlin
1157,gsi_inhalt_tg0200036100200802,Senatsverwaltung für Gesundheit und Soziales Berlin
1158,gsi_inhalt_tg0200037100200802,Senatsverwaltung für Gesundheit und Soziales Berlin
1159,gsi_inhalt_tg0200038100200802,Senatsverwaltung für Gesundheit und Soziales Berlin
1160,gsi_inhalt_tg0200039000200801,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1161,gsi_inhalt_tg0200047000200801,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1162,gsi_inhalt_tg0200051000200801,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1163,gsi_inhalt_tg0200052100200601,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1164,gsi_inhalt_tg0200061200200601,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1165,gsi_inhalt_tg0200313000200801,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1166,gsi_inhalt_tg0200413000200801,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1167,gsi_inhalt_tg02k0041000200801,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1168,gsi_inhalt_tg0500044800201611,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1169,gsi_inhalt_ts1100199014200503,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1170,gsi_inhalt_ts1100299000200912,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1171,gsi_inhalt_ts1200199014200501,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1172,gsi_inhalt_ts1300199014200601,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1173,gsi_inhalt_ts1700199014200512,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1174,gsi_inhalt_ts2100199014200503,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1175,gsi_inhalt_ts2100199014201703,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1176,gsi_inhalt_ts2100299000200912,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1177,gsi_inhalt_ts3100199014200103,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1178,gsi_inhalt_ts3100299000200912,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1179,gsi_inhalt_ts3200199014200201,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1180,gsi_inhalt_ts4100199014200403,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1181,gsi_inhalt_ts4100299000200912,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1182,gsi_inhalt_ts4200199014200501,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1183,gsi_inhalt_ts5100199014201703,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1184,gsi_inhalt_ts6100199014200106,Senatsverwaltung für Gesundheit und Soziales Berlin
1185,gsi_inhalt_ts6400199000200106,Senatsverwaltung für Gesundheit und Soziales Berlin
1186,gsi_inhalt_ts6600199014200403,Senatsverwaltung für Gesundheit und Soziales Berlin
1187,gsi_inhalt_ts6700199014200203,Senatsverwaltung für Gesundheit und Soziales Berlin
1188,gsi_inhalt_ts7100199014200103,Senatsverwaltung für Gesundheit und Soziales Berlin
1189,gsi_inhalt_ts8100199014200403,Senatsverwaltung für Gesundheit und Soziales Berlin
1190,gsi_inhalt_ts8200199014200401,Senatsverwaltung für Gesundheit und Soziales Berlin
1191,gsi_inhalt_ts9100199014200503,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1192,gsi_kontext_tb0101000001201300,Senatsverwaltung für Gesundheit und Soziales Berlin
1193,gsi_kontext_tb0101000001201499,Senatsverwaltung für Gesundheit und Soziales Berlin
1194,gsi_kontext_tb0101000001201500,Senatsverwaltung für Gesundheit und Soziales Berlin
1195,gsi_kontext_tb0201010000200601,Senatsverwaltung für Gesundheit und Soziales Berlin
1196,gsi_kontext_tb0201010000200801,Senatsverwaltung für Gesundheit und Soziales Berlin
1197,gsi_kontext_tb0201010000201101,Senatsverwaltung für Gesundheit und Soziales Berlin
1198,gsi_kontext_tb0201010014200901,Senatsverwaltung für Gesundheit und Soziales Berlin
1199,gsi_kontext_tb0201010014201401,Senatsverwaltung für Gesundheit und Soziales Berlin
1200,gsi_kontext_tb0201010023201501,Senatsverwaltung für Gesundheit und Soziales Berlin
1201,gsi_kontext_tb0201020000200802,Senatsverwaltung für Gesundheit und Soziales Berlin
1202,gsi_kontext_tb0201020014201102,Senatsverwaltung für Gesundheit und Soziales Berlin
1203,gsi_kontext_tb0301010000201301,Senatsverwaltung für Gesundheit und Soziales Berlin
1204,gsi_kontext_tb0301010014201201,Senatsverwaltung für Gesundheit und Soziales Berlin
1205,gsi_kontext_tb0301010014201302,Senatsverwaltung für Gesundheit und Soziales Berlin
1206,gsi_kontext_tb0501000000201112,Senatsverwaltung für Gesundheit und Soziales Berlin
1207,gsi_kontext_tb0501000000201212,Senatsverwaltung für Gesundheit und Soziales Berlin
1208,gsi_kontext_tb0501010000200711,Senatsverwaltung für Gesundheit und Soziales Berlin
1209,gsi_kontext_tb0501010000200911,Senatsverwaltung für Gesundheit und Soziales Berlin
1210,gsi_kontext_tb0501010000201111,Senatsverwaltung für Gesundheit und Soziales Berlin
1211,gsi_kontext_tb0501010000201311,Senatsverwaltung für Gesundheit und Soziales Berlin
1212,gsi_kontext_tb0501010000201511,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1213,gsi_kontext_tb0501010000201711,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1214,gsi_kontext_tb0501020000201511,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1215,gsi_kontext_tb9901000014201110,Senatsverwaltung für Gesundheit und Soziales Berlin
1216,gsi_kontext_tb9901000014201185,Senatsverwaltung für Gesundheit und Soziales Berlin
1217,gsi_kontext_tg01000a2514201500,Senatsverwaltung für Gesundheit und Soziales Berlin
1218,gsi_kontext_tg0100111123201100,Senatsverwaltung für Gesundheit und Soziales Berlin
1219,gsi_kontext_tg0100112123201300,Senatsverwaltung für Gesundheit und Soziales Berlin
1220,gsi_kontext_tg0100421024200400,Senatsverwaltung für Gesundheit und Soziales Berlin
1221,gsi_kontext_tg0101121023200500,Senatsverwaltung für Gesundheit und Soziales Berlin
1222,gsi_kontext_tg0101121023200700,Senatsverwaltung für Gesundheit und Soziales Berlin
1223,gsi_kontext_tg0101121023200899,Senatsverwaltung für Gesundheit und Soziales Berlin
1224,gsi_kontext_tg0103218024200900,Senatsverwaltung für Gesundheit und Soziales Berlin
1225,gsi_kontext_tg0500001100201609,Senatsverwaltung für Gesundheit und Soziales Berlin
1226,gsi_kontext_tg0500001114200902,Senatsverwaltung für Gesundheit und Soziales Berlin
1227,gsi_kontext_tg0500002300201511,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1228,gsi_kontext_tg0500081100201112,Senatsverwaltung für Gesundheit und Soziales Berlin
1229,gsi_kontext_tg0500081100201212,Senatsverwaltung für Gesundheit und Soziales Berlin
1230,gsi_kontext_tg05000sk100201312,Senatsverwaltung für Gesundheit und Soziales Berlin
1231,gsi_kontext_tg05000sk100201412,Senatsverwaltung für Gesundheit und Soziales Berlin
1232,gsi_kontext_tg05000sk100201512,Senatsverwaltung für Gesundheit und Soziales Berlin
1233,gsi_kontext_tg05000z1100201304,Senatsverwaltung für Gesundheit und Soziales Berlin
1234,gsi_kontext_tg0800112223201751,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1235,gsi_kontext_tg0800319100201500,Senatsverwaltung für Gesundheit und Soziales Berlin
1236,gsi_kontext_tg0800327s14200500,Senatsverwaltung für Gesundheit und Soziales Berlin
1237,gsi_kontext_tg0800327s14201400,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1238,gsi_kontext_tg0800327s14201600,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1239,gsi_kontext_tg0800738124201812,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1240,gsi_kontext_tg0802191z24201600,Senatsverwaltung für Gesundheit und Soziales Berlin
1241,gsi_kontext_tg9900021800201264,Senatsverwaltung für Gesundheit und Soziales Berlin
1242,gsi_kontext_ts1200199029200612,"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung Berlin"
1243,haushaltsplan-berlin-2008,Senatsverwaltung für Finanzen
1244,haushaltsplan-berlin-2009,Senatsverwaltung für Finanzen
1245,haushaltsplan-berlin-2010,Senatsverwaltung für Finanzen
1246,haushaltsplan-berlin-2011,Senatsverwaltung für Finanzen
1247,haushaltsplan-berlin-2012,Senatsverwaltung für Finanzen
1248,haushaltsplan-berlin-2013,Senatsverwaltung für Finanzen
1249,haushaltsplan-des-bezirksamtes-lichtenberg-von-berlin-f-r-2014-2015,Bezirksamt Lichtenberg
1250,haushaltsplan-des-bezirksamtes-lichtenberg-von-berlin-f-r-2016-2017,Bezirksamt Lichtenberg
1251,haushaltsplan-des-bezirksamtes-lichtenberg-von-berlin-fur-2018-2019,Bezirksamt Lichtenberg
1252,haushaltsplan-des-bezirksamtes-tempelhof-sch-neberg-von-berlin-f-r-2014-2015,Bezirksamt Tempelhof-Schöneberg
1253,haushaltsplan-des-bezirksamtes-tempelhof-schoneberg-von-berlin-fur-2016-2017,Finanzservice Tempelhof-Schöneberg
1254,haushaltsplane,Senatskanzlei – Kulturelle Angelegenheiten
1255,hauskoordinaten-als-teildatenbestand-adressen-berlin-atom-796582aa,Amt für Statistik Berlin-Brandenburg
1256,historie-ab-2008-differenzbilanzierung-berlin,Stromnetz Berlin GmbH
1257,historie-ab-2008-jahreshochstlast-der-netzlast-berlin,Stromnetz Berlin GmbH
1258,historie-ab-2008-summe-einspeisung-hochspannung-berlin,Stromnetz Berlin GmbH
1259,historie-ab-2008-summe-einspeisung-mittelspannung-berlin,Stromnetz Berlin GmbH
1260,historie-ab-2008-summe-einspeisung-niederspannung-berlin,Stromnetz Berlin GmbH
1261,historie-ab-2008-summenlast-fahrplanprognosen-der-slp-kunden-berlin,Stromnetz Berlin GmbH
1262,historie-ab-2008-summenlast-netzverluste-berlin,Stromnetz Berlin GmbH
1263,historie-ab-2008-summenlast-nicht-leistungsgemessene-kunden-berlin,Stromnetz Berlin GmbH
1264,hobrechtplan-1862-atom-5de43e77,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
1265,hobrechtplan-1862-wms-6f1d30e6,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
1266,hochlastzeiten-berlin,Stromnetz Berlin GmbH
1267,http-flow-dai-labor-de-datasets,DAI-Labor/TU-Berlin
1268,https-vbb-live-exozet-com-media-download-2032,VBB - Verkehrsverbund Berlin-Brandenburg GmbH
1269,https-vbb-live-exozet-com-media-download-2035,VBB - Verkehrsverbund Berlin-Brandenburg GmbH
1270,https-vbb-live-exozet-com-unsere-themen-vbbdigital-api-entwicklerinfos-datensaetze,VBB - Verkehrsverbund Berlin-Brandenburg GmbH
1271,humusmenge-der-boden-1990-umweltatlas-wms-0f423a47,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1272,humusmenge-der-boden-2010-umweltatlas-wms-178588a4,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1273,ingenieurgeologische-karte-umweltatlas-daten-zur-wfs-fabb69ae,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1274,ingenieurgeologische-karte-umweltatlas-wms-4f6c8077,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1275,insolvenzen-im-land-berlin-und-brandenburg,Amt für Statistik Berlin-Brandenburg
1276,jahresabschluss-2010,Stromnetz Berlin GmbH
1277,jahresabschluss-2011,Stromnetz Berlin GmbH
1278,jahresabschluss-2012,Stromnetz Berlin GmbH
1279,jahresabschluss-2013,Stromnetz Berlin GmbH
1280,jahresabschluss-2014,Stromnetz Berlin GmbH
1281,jahresabschluss-2015,Stromnetz Berlin GmbH
1282,jahresabschluss-2016,Stromnetz Berlin GmbH
1283,jahresabschluss-2017,Stromnetz Berlin GmbH
1284,jahresabschluss-2018,Stromnetz Berlin GmbH
1285,jahreshochstlast-der-netzlast-2011-berlin,Stromnetz Berlin GmbH
1286,jahreshochstlast-der-netzlast-2012-berlin,Stromnetz Berlin GmbH
1287,jahreshochstlast-der-netzlast-2013-berlin,Stromnetz Berlin GmbH
1288,jahreshochstlast-der-netzlast-2014-berlin,Stromnetz Berlin GmbH
1289,jahreshochstlast-der-netzlast-2015-berlin,Stromnetz Berlin GmbH
1290,jahreshochstlast-der-netzlast-2018-berlin,Stromnetz Berlin GmbH
1291,jahresprofil-los-2008-berlin,Stromnetz Berlin GmbH
1292,jahresprofil-los-2009-berlin,Stromnetz Berlin GmbH
1293,jahresprofil-los-2009-berlin-2-teil,Stromnetz Berlin GmbH
1294,jahresprofil-los-2010-berlin,Stromnetz Berlin GmbH
1295,jahresprofil-los-2010-berlin-2-teil,Stromnetz Berlin GmbH
1296,jahresprofil-los-2010-berlin-3-teil,Stromnetz Berlin GmbH
1297,jahresprofil-los-2010-berlin-4-teil,Stromnetz Berlin GmbH
1298,jahresprofil-los-2011-berlin-10-teil,Stromnetz Berlin GmbH
1299,jahresprofil-los-2011-berlin-1-teil,Stromnetz Berlin GmbH
