,Name,Author
443,einwohnerinnen-und-einwohner-nach-wohnlagen-in-den-lor-planungsraumen-am-31-12-2015,Amt für Statistik Berlin-Brandenburg
444,einwohnerinnen-und-einwohner-nach-wohnlagen-in-den-lor-planungsraumen-am-31-12-2016,Amt für Statistik Berlin-Brandenburg
445,einwohnerinnen-und-einwohner-nach-wohnlagen-in-den-lor-planungsraumen-am-31-12-2017,Amt für Statistik Berlin-Brandenburg
446,einwohnerinnen-und-einwohner-nach-wohnlagen-in-den-lor-planungsraumen-am-31-12-2018,Amt für Statistik Berlin-Brandenburg
447,einwohnerinnen-und-einwohner-nach-wohnlagen-in-den-lor-planungsr-umen-am-31-12-2007,Amt für Statistik Berlin-Brandenburg
448,einwohnerinnen-und-einwohner-nach-wohnlagen-in-den-lor-planungsr-umen-am-31-12-2008,Amt für Statistik Berlin-Brandenburg
449,einwohnerinnen-und-einwohner-nach-wohnlagen-in-den-lor-planungsr-umen-am-31-12-2009,Amt für Statistik Berlin-Brandenburg
450,einwohnerinnen-und-einwohner-nach-wohnlagen-in-den-lor-planungsr-umen-am-31-12-2010,Amt für Statistik Berlin-Brandenburg
451,einwohnerinnen-und-einwohner-nach-wohnlagen-in-den-lor-planungsr-umen-am-31-12-2011,Amt für Statistik Berlin-Brandenburg
452,einwohnerinnen-und-einwohner-nach-wohnlagen-in-den-lor-planungsr-umen-am-31-12-2012,Amt für Statistik Berlin-Brandenburg
453,einwohnerinnen-und-einwohner-nach-wohnlagen-in-den-lor-planungsr-umen-am-31-12-2013,Amt für Statistik Berlin-Brandenburg
454,einwohnerinnen-und-einwohner-nach-wohnlagen-in-den-lor-planungsr-umen-am-31-12-2014,Amt für Statistik Berlin-Brandenburg
455,einwohner-mit-migrationshintergrund-in-berlin-nach-herkunftsgebieten-am-31-12-2007,Amt für Statistik Berlin-Brandenburg
456,einwohner-mit-migrationshintergrund-in-berlin-nach-herkunftsgebieten-am-31-12-2008,Amt für Statistik Berlin-Brandenburg
457,einwohner-mit-migrationshintergrund-in-berlin-nach-herkunftsgebieten-am-31-12-2009,Amt für Statistik Berlin-Brandenburg
458,einwohner-mit-migrationshintergrund-in-berlin-nach-herkunftsgebieten-am-31-12-2010,Amt für Statistik Berlin-Brandenburg
459,einwohnermit-migrationshintergrund-in-berlin-nach-herkunftsgebieten-am-31-12-2011,Amt für Statistik Berlin-Brandenburg
460,einwohner-mit-migrationshintergrund-in-berlin-nach-herkunftsgebieten-am-31-12-2012,Amt für Statistik Berlin-Brandenburg
461,einwohner-mit-migrationshintergrund-in-berlin-nach-herkunftsgebieten-am-31-12-2013,Amt für Statistik Berlin-Brandenburg
462,einwohnerregister-in-berlin,Amt für Statistik Berlin-Brandenburg
463,einzugsgebiete-der-regenwasserkanalisation-2001-umweltatlas-wms-2ea47f55,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
464,einzugsgebiete-der-regenwasserkanalisation-2005-umweltatlas-wms-d2e7da7c,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
465,einzugsgebiete-der-regenwasserkanalisation-2006-umweltatlas-wms-7ac65c81,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
466,einzugsgebiete-der-regenwasserkanalisation-2012-umweltatlas-wfs-0fe9e4e2,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
467,einzugsgebiete-der-regenwasserkanalisation-2012-umweltatlas-wms-77116734,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
468,einzugsgebiete-der-regenwasserkanalisation-2017-umweltatlas-wfs-87373f6e,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
469,einzugsgebiete-der-regenwasserkanalisation-2017-umweltatlas-wms-48998c58,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
470,einzugsgebiete-der-regenwasserkanalisation-differenziert-2006-umweltatlas-wms-508c5d77,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
471,einzugsgebiete-der-regenwasserkanalisation-differenziert-2012-umweltatlas-wms-ec0fab69,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
472,einzugsgebiete-der-regenwasserkanalisation-differenziert-2017-umweltatlas-wfs-e527fe77,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
473,einzugsgebiete-der-regenwasserkanalisation-differenziert-2017-umweltatlas-wms-0e830480,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
474,emobility-ladestationen-in-berlin,"Senatsverwaltung für Wirtschaft, Energie und Betriebe"
475,energieatlas-berlin,"Senatsverwaltung für Wirtschaft, Energie und Betriebe"
476,energiebilanzen-der-lander,Länderarbeitskreis Energiebilanzen
477,energieproduktivitat-energieintensitat-energieverbrauch-je-einwohner,Länderarbeitskreis Energiebilanzen
478,energie-und-co2-bilanz-im-land-berlin-und-brandenburg,Amt für Statistik Berlin-Brandenburg
479,energieverbrauch-der-oeffentlichen-gebaeude-2017-bezirk-steglitz-zehlendorf,"Bezirksamt Steglitz-Zehlendorf Abt. Immobilien, Umwelt und Tiefbau, Serviceeinheit Facility Management"
480,energieverbrauchsubersicht-bezirklicher-gebaude-2017,"Bezirksamt Lichtenberg, Abteilung Personal, Finanzen, Immobilien und Kultur Serviceeinheit Facility Management"
481,energieverbrauchsuebersicht-berlin-mitte-2017,Bezirksamt Mitte - Facility Management
482,energieverbrauchsuebersicht-bezirklicher-gebaeude-2017_2,Bezirksamt Friedrichshain-Kreuzberg 
483,energieverbrauchsuebersicht-bezirklicher-gebaeude-2017-bezirk-treptow-koepenick,Bezirsamt Treptow-Köpenick von Berlin
484,energieverwendung-des-verarbeitenden-gewerbes-im-land-berlin-und-brandenburg,Amt für Statistik Berlin-Brandenburg
485,energie-wasser-und-gasversorgung-im-land-brandenburg,Amt für Statistik Berlin-Brandenburg
486,entsiegelungspotenziale-umweltatlas-wfs-311dbda5,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
487,entsiegelungspotenziale-umweltatlas-wms-0b3ac8a4,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
488,entwicklung-luftqualitat-emissionen-2015-umweltatlas-wms-30c7adb6,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
489,entwicklung-luftqualitat-nox-emissionen-hausbrand-1989-umweltatlas-wms-87cce7f6,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
490,entwicklung-luftqualitat-nox-emissionen-hausbrand-1994-umweltatlas-wms-b4a203b2,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
491,entwicklung-luftqualitat-nox-emissionen-hausbrand-2002-umweltatlas-wms-fb6fcccd,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
492,entwicklung-luftqualitat-nox-emissionen-hausbrand-2005-umweltatlas-wms-874528db,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
493,entwicklung-luftqualitat-nox-emissionen-hausbrand-2009-umweltatlas-wms-c08bae49,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
494,entwicklung-luftqualitat-nox-emissionen-industrie-1989-umweltatlas-wms-5538e257,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
495,entwicklung-luftqualitat-nox-emissionen-industrie-1994-umweltatlas-wms-5793be28,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
496,entwicklung-luftqualitat-nox-emissionen-industrie-2002-umweltatlas-wms-19b8fc58,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
497,entwicklung-luftqualitat-nox-emissionen-industrie-2004-umweltatlas-wms-b53b8a7e,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
498,entwicklung-luftqualitat-nox-emissionen-industrie-2008-umweltatlas-wms-176941bd,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
499,entwicklung-luftqualitat-nox-emissionen-kfz-verkehr-gn-1989-umweltatlas-wms-2eae2447,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
500,entwicklung-luftqualitat-nox-emissionen-kfz-verkehr-gn-1994-umweltatlas-wms-1e86f97a,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
501,entwicklung-luftqualitat-nox-emissionen-kfz-verkehr-gn-2002-umweltatlas-wms-70dee6a1,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
502,entwicklung-luftqualitat-nox-emissionen-kfz-verkehr-gn-2005-umweltatlas-wms-df4896c5,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
503,entwicklung-luftqualitat-nox-emissionen-kfz-verkehr-hn-2009-umweltatlas-wms-c491304e,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
504,entwicklung-luftqualitat-nox-emissionen-kfz-verkehr-nn-2009-umweltatlas-wms-4933154a,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
505,entwicklung-luftqualitat-nox-gesamtemissionen-1989-umweltatlas-wms-96ead62b,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
506,entwicklung-luftqualitat-nox-gesamtemissionen-1994-umweltatlas-wms-c9ef28ae,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
507,entwicklung-luftqualitat-nox-gesamtemissionen-2002-umweltatlas-wms-4ced8ff4,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
508,entwicklung-luftqualitat-nox-gesamtemissionen-2005-umweltatlas-wms-1f54003b,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
509,entwicklung-luftqualitat-nox-gesamtemissionen-2008-2009-umweltatlas-wms-25eb0f9f,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
510,entwicklung-luftqualitat-pm10-emissionen-hausbrand-2009-umweltatlas-wms-1673fb45,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
511,entwicklung-luftqualitat-pm10-emissionen-industrie-2008-umweltatlas-wms-b100bee2,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
512,entwicklung-luftqualitat-pm10-emissionen-kfz-verkehr-gn-2009-umweltatlas-wms-f40e3f77,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
513,entwicklung-luftqualitat-pm10-emissionen-kfz-verkehr-hn-2009-umweltatlas-wms-91399ba2,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
514,entwicklung-luftqualitat-pm10-emissionen-kfz-verkehr-nn-2009-umweltatlas-wms-1562ccdb,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
515,entwicklung-luftqualitat-pm10-gesamtemissionen-2008-2009-umweltatlas-wms-30401e27,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
516,entwicklung-luftqualitat-pm25-emissionen-hausbrand-2009-umweltatlas-wms-0cabb063,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
517,entwicklung-luftqualitat-pm25-emissionen-industrie-2008-umweltatlas-wms-a1890dc7,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
518,entwicklung-luftqualitat-pm25-emissionen-kfz-verkehr-gn-2009-umweltatlas-wms-3b315e70,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
519,entwicklung-luftqualitat-pm25-emissionen-kfz-verkehr-hn-2009-umweltatlas-wms-626a0d1e,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
520,entwicklung-luftqualitat-pm25-emissionen-kfz-verkehr-nn-2009-umweltatlas-wms-47284790,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
521,entwicklung-luftqualitat-pm25-gesamtemissionen-2008-2009-umweltatlas-wms-c1f00da6,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
522,entwicklung-luftqualitat-so2-emissionen-hausbrand-1989-umweltatlas-wms-52b62461,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
523,entwicklung-luftqualitat-so2-emissionen-hausbrand-1994-umweltatlas-wms-677804ba,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
524,entwicklung-luftqualitat-so2-emissionen-hausbrand-2002-umweltatlas-wms-0d754ce0,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
525,entwicklung-luftqualitat-so2-emissionen-hausbrand-2005-umweltatlas-wms-5b1266d9,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
526,entwicklung-luftqualitat-so2-emissionen-industrie-1989-umweltatlas-wms-cd5d4714,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
527,entwicklung-luftqualitat-so2-emissionen-industrie-1994-umweltatlas-wms-3922d129,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
528,entwicklung-luftqualitat-so2-emissionen-industrie-2002-umweltatlas-wms-f48708f2,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
529,entwicklung-luftqualitat-so2-emissionen-industrie-2004-umweltatlas-wms-326b293f,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
530,entwicklung-luftqualitat-so2-emissionen-kfz-verkehr-1989-umweltatlas-wms-c8af7ebb,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
531,entwicklung-luftqualitat-so2-emissionen-kfz-verkehr-2002-umweltatlas-wms-9b96cb37,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
532,entwicklung-luftqualitat-so2-emissionen-kfz-verkehr-2005-umweltatlas-wms-b15d088e,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
533,entwicklung-luftqualitat-so2-gesamtemissionen-1989-umweltatlas-wms-302ad239,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
534,entwicklung-luftqualitat-so2-gesamtemissionen-1994-umweltatlas-wms-afcab947,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
535,entwicklung-luftqualitat-so2-gesamtemissionen-2002-umweltatlas-wms-3149be3a,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
536,entwicklung-luftqualitat-so2-gesamtemissionen-2005-umweltatlas-wms-20bdf3bf,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
537,entwicklungsbereiche-und-stand-ihrer-entlassung-aus-dem-entwicklungsrecht-wfs-03fc8896,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
538,entwicklungsbereiche-und-stand-ihrer-entlassung-aus-dem-entwicklungsrecht-wms-8a68bde6,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
539,entwicklungsbereiche-wfs-d6caf311,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
540,erhaltungsverordnungsgebiete-172-baugb-wms-6949b4ff,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
541,erhaltungsverordnungsgebiete-erhaltung-der-stadtebaulichen-eigenart-wfs-dc9c2916,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
542,erhaltungsverordnungsgebiete-erhaltung-der-zusammensetzung-der-wohnbevolkerung-wfs-8c0e4a2a,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
543,ertragsfunktion-der-boden-fur-kulturpflanzen-1990-umweltatlas-wms-f7efe7b2,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
544,ertragsfunktion-der-boden-fur-kulturpflanzen-2010-umweltatlas-wms-13098114,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
545,ertragsfunktion-der-boden-fur-kulturpflanzen-2015-umweltatlas-wms-5c95fc18,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
546,erwerbstatige-in-berlin-und-brandenburg,Amt für Statistik Berlin-Brandenburg
547,esf-geforderte-vorhaben-des-landes-berlin-2014-2020,"Senatsverwaltung für Wirtschaft, Energie und Betriebe"
548,europawahl-2014-in-berlin-nach-wahlbezirken-endg-ltiges-ergebnis,Amt für Statistik Berlin-Brandenburg
549,europawahl-2019-in-berlin-nach-wahlbezirken-endgultiges-ergebnis,Amt für Statistik Berlin-Brandenburg
550,existierende-bodennutzung-2015-im-inspire-datenmodell-atom-0dfb69cc,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
551,existierende-bodennutzung-2015-im-inspire-datenmodell-wms-496ec5af,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
552,existierende-bodennutzung-im-inspire-datenmodell-forsten-wms-e9158d3b,Berliner Forsten
553,fairtrade-im-bezirk-friedrichshain-kreuzberg,Bezirksamt Friedrichshain-Kreuzberg von Berlin - Vermessung
554,filtervermogen-der-boden-1990-umweltatlas-wms-ebeed36e,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
555,filtervermogen-der-boden-2010-umweltatlas-wms-8e44b635,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
556,filtervermogen-der-boden-2015-umweltatlas-wfs-ff6fc75d,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
557,filtervermogen-der-boden-2015-umweltatlas-wms-d5218dee,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
558,fis-broker,FEHLER
559,fischfauna-2013-umweltatlas-wfs-15c5698e,Fischereiamt Berlin
560,fischfauna-2013-umweltatlas-wms-8f6abad5,Fischereiamt Berlin
561,flachennutzung-stadtstruktur-2010-und-versiegelung-2011-umweltatlas-wfs-6da37d7d,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
562,flachennutzung-stadtstruktur-2010-und-versiegelung-2011-umweltatlas-wfs-c4516b19,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
563,flachennutzung-stadtstruktur-2015-und-versiegelung-2016-umweltatlas-wfs-ebc59402,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
564,flachennutzung-stadtstruktur-und-versiegelung-1990-umweltatlas-wfs-6935c65d,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
565,flachennutzung-stadtstruktur-und-versiegelung-2001-umweltatlas-wfs-f08e2b5b,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
566,flachennutzung-stadtstruktur-und-versiegelung-2005-umweltatlas-wfs-05e08a90,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
567,fluglarmschutzbereiche-2013-umweltatlas-wfs-07dbb0d2,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
568,fluglarmschutzbereiche-2013-umweltatlas-wms-c7069779,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
569,flurabstand-des-grundwassers-2009-differenziert-umweltatlas-wfs-94500ce8,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
570,flurabstand-des-grundwassers-2009-differenziert-umweltatlas-wms-b7916550,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
571,flurstucke-im-inspire-datenmodell-atom-5229b456,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
572,flurstucke-im-inspire-datenmodell-wms-8519978f,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
573,fnp-flachennutzungsplan-berlin-stand-2009-atom-db569645,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
574,fnp-flachennutzungsplan-berlin-stand-neubekanntmachung-2015-atom-a46e6243,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
575,fnp-flachennutzungsplan-berlin-stand-neubekanntmachung-2015-atom-d68bed69,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
576,fnp-flachennutzungsplan-berlin-stand-neubekanntmachung-2015-wfs-7c5bbcff,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
577,forderkulisse-aktive-zentren-wfs-283a761e,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
578,forderkulisse-aktive-zentren-wms-09e81454,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
579,forstliche-standorteinheiten-wfs-118cc5d0,Berliner Forsten
580,forstliche-standorteinheiten-wms-7380e2f5,Berliner Forsten
581,freiflachenentwicklung-umweltatlas-wfs-d0d7d4f2,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
582,freiflachenentwicklung-umweltatlas-wms-2dc78ab0,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
583,friedhofe-wfs-8ea544b0,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
584,friedhofsbestand-berlin-wms-91721772,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
585,gebaudealter-1992-93-atom-ea19ea34,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
586,gebaudealter-1992-93-wms-ece227ba,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
587,gebaudealter-der-wohnbebauung-umweltatlas-wfs-ad4eca4b,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
588,gebaudealter-der-wohnbebauung-umweltatlas-wms-02fbc12e,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
589,gebaudegeschosse-wms-0307f5a8,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
590,gebaudeschaden-1945-atom-0d397b3d,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
591,gebaudeschaden-1945-wfs-88ba62c3,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
592,gebaudeschaden-1945-wms-c182e61f,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
593,gebaude-und-vegetationshohen-2009-2010-umweltatlas-wms-58cbf06d,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
594,gebaude-und-vegetationshohen-2009-2010-umweltatlas-wms-b00455ac,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
595,gedenktafel-datenbank-berlin-mitte,Bezirksamt Mitte - Amt für Weiterbildung und Kultur
596,gelandehohen-2009-umweltatlas-atom-54d008dd,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
597,gelandehohen-2009-umweltatlas-wfs-4a1850d2,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
598,gelandehohen-2009-umweltatlas-wms-c3926ccf,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
599,genderstatistik-kunstler-innenforderung-2014,Senatskanzlei – Kulturelle Angelegenheiten
600,genehmigungsbedurftige-anlagen-nebenanlagen-nach-4-bimschg-umweltatlas-wfs-17b5fe4e,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
601,genehmigungsbedurftige-anlagen-nebenanlagen-nach-4-bimschg-umweltatlas-wms-e226d1b1,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
602,geografische-bezeichnungen-im-inspire-datenmodell-atom-4713bd79,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
603,geografische-bezeichnungen-im-inspire-datenmodell-atom-a8bd3536,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
604,geologische-bohrdaten-wms-42126f28,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
605,geologische-bohrdaten-wms-e246e572,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
606,geologische-karte-1-10000-atom-032fc2ac,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
607,geologische-karte-1-10000-wms-aded1ba5,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
608,geologische-karte-1-25-000-historische-gk25-umweltatlas-wms-cc9a30f8,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
609,geologische-karte-1874-1937-atom-13dd390f,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
610,geologische-karte-1874-1937-atom-5b6f6395,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
611,geologische-schnitte-umweltatlas-wfs-0f2d97f2,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
612,geologische-schnitte-umweltatlas-wms-6bec6ef5,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
613,geologische-skizze-liniengewasser-umweltatlas-wfs-b2e4dae5,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
614,geologische-skizze-umweltatlas-wfs-8b57587f,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
615,geologische-skizze-umweltatlas-wms-d6432b33,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
616,geometrien-abgeordnetenhauswahlkreise-f-r-die-bundestagswahl-2013-in-berlin,Amt für Statistik Berlin-Brandenburg
617,geometrien-der-bundestagswahlkeise-2013-in-berlin,Amt für Statistik Berlin-Brandenburg
618,geometrien-der-europawahl-in-berlin-2014,Amt für Statistik Berlin-Brandenburg
619,geometrien-der-lor-bezirksregionen-berlins-stand-07-2012,Amt für Statistik Berlin-Brandenburg
620,geometrien-der-lor-planungsr-ume-berlins-stand-07-2012,Amt für Statistik Berlin-Brandenburg
621,geometrien-der-lor-prognoser-ume-berlins-stand-07-2012,Amt für Statistik Berlin-Brandenburg
622,geometrien-der-ortsteile-von-berlin-juli-2012,Amt für Statistik Berlin-Brandenburg
623,geometrien-der-wahlbezirke-fuer-die-bundestagswahl-in-berlin-2017,Amt für Statistik Berlin-Brandenburg
624,geometrien-der-wahlbezirke-fur-die-europawahl-2019-in-berlin,Amt für Statistik Berlin-Brandenburg
625,geometrien-der-wahlbezirke-fur-die-wahl-zum-abgeordnetenhaus-von-berlin-undbvv,Amt für Statistik Berlin-Brandenburg
626,geometrien-der-wahlkreise-f-r-die-abgeordnetenhauswahl-in-berlin-2016,Amt für Statistik Berlin-Brandenburg
627,geothermisches-potenzial-restriktionsflachen-wfs-342649d0,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
628,geothermisches-potenzial-spezifische-entzugsleistung-bis-100-m-fur-1800-h-a-wms-9938aa60,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
629,geothermisches-potenzial-spezifische-entzugsleistung-bis-100-m-fur-2400-h-a-wms-8cd770e8,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
630,geothermisches-potenzial-spezifische-entzugsleistung-bis-40-m-fur-1800-h-a-wms-a8482729,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
631,geothermisches-potenzial-spezifische-entzugsleistung-bis-40-m-fur-2400-h-a-wms-c9a40a2b,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
632,geothermisches-potenzial-spezifische-entzugsleistung-bis-60-m-fur-1800-h-a-wms-b5ca190d,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
633,geothermisches-potenzial-spezifische-entzugsleistung-bis-60-m-fur-2400-h-a-wms-4f673c58,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
634,geothermisches-potenzial-spezifische-entzugsleistung-bis-80-m-fur-1800-h-a-wms-ce613e10,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
635,geothermisches-potenzial-spezifische-entzugsleistung-bis-80-m-fur-2400-h-a-wms-ed1d94db,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
636,geothermisches-potenzial-spezifische-warmeleitfahigkeit-bis-100-m-bohrpunkte-wfs-534918d4,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
637,geothermisches-potenzial-spezifische-warmeleitfahigkeit-bis-100-m-flachen-wfs-4a7bceec,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
638,geothermisches-potenzial-spezifische-warmeleitfahigkeit-bis-100-m-wms-2b873ab9,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
